"gvkey","datadate","be1","op1","op2","at","at_lag1","in"
2080,"2019-11-30 00:00:00.000",178.67,17.489,0.0978843678289584,275.766,291.641,0.945566638435611
2086,"2019-12-31 00:00:00.000",8074,2606,0.322764429031459,18193,15641,1.16316092321463
2101,"2019-06-30 00:00:00.000",955.385,289.013,0.302509459537254,2331.697,2285.741,1.02010551501679
2111,"2019-09-30 00:00:00.000",20440,4341,0.212377690802348,51765,53904,0.960318343722173
2124,"2019-12-31 00:00:00.000",169.777,18.965,0.111705354671127,468.917,443.524,1.05725282059144
2136,"2019-12-31 00:00:00.000",96098,41599,0.432881017294845,291727,264829,1.10156742652806
2137,"2019-12-31 00:00:00.000",20595,8929,0.433551832969167,60146,57100,1.05334500875657
2154,"2018-12-31 00:00:00.000",1382.6,480.7,0.347678287284826,3571,3699.9,0.965161220573529
2176,"2019-12-31 00:00:00.000",490614,111584,0.227437455922579,817729,707794,1.15532061588541
2184,"2019-01-31 00:00:00.000",3306,2663,0.805505142165759,12901,13049,0.988658134722967
2220,"2019-12-31 00:00:00.000",6752.844,366.182,0.0542263378215164,8008.859,5611.068,1.42733237237546
2240,"2019-07-31 00:00:00.000",0.071,-0.539,-7.59154929577465,0.361,0.11,3.28181818181818
2259,"2019-12-31 00:00:00.000",2722.842,469.315,0.172362186274488,7558.457,6963.327,1.08546632952897
2269,"2019-04-30 00:00:00.000",560.453,695.436,1.24084624402046,3299.945,3140.949,1.0506203698309
2270,"2019-12-31 00:00:00.000",9409.9,-308.9,-0.0328271288749084,16931.2,14023.7,1.20732759542774
2277,"2019-10-31 00:00:00.000",15.924,-1.68,-0.105501130369254,18.588,26.999,0.688469943331235
2285,"2019-12-31 00:00:00.000",NA,6983,NA,133625,117359,1.13860036298878
2312,"2019-12-31 00:00:00.000",1144.954,686.015,0.599163809201068,2311.408,1903.097,1.21455080849794
2316,"2019-12-31 00:00:00.000",1239,131,0.105730427764326,4146,1961,2.11422743498215
2337,"2019-12-31 00:00:00.000",1234,182,0.147487844408428,3626,3935,0.921473951715375
2342,"2019-06-30 00:00:00.000",25.324,4.199,0.165811088295688,28.389,28.909,0.982012522051956
2352,"2019-07-31 00:00:00.000",868.655,183.397,0.211127547760618,1157.308,1056.931,1.09497024876742
2369,"2019-12-31 00:00:00.000",45717,9093,0.198897565457051,323969,256281,1.26411634104752
2390,"2019-10-31 00:00:00.000",66.484,12.98,0.195234943745864,123.456,101.494,1.21638717559659
2393,"2019-06-30 00:00:00.000",446.72,31.3999999999999,0.0702901146131803,1551.431,1443.966,1.07442349750617
2403,"2019-12-31 00:00:00.000",58052,7891,0.13592985599118,129944,34986,3.71417138283885
2408,"2019-12-31 00:00:00.000",13752,4933,0.358711460151251,37975,33065,1.14849538787237
2410,"2019-12-31 00:00:00.000",108141,30872,0.285479142970751,295194,282176,1.04613432751191
2411,"2019-03-31 00:00:00.000",15072.82,8664.202,0.57482289312816,60279.56,59978.049,1.0050270224695
2435,"2019-04-30 00:00:00.000",1792,1113,0.62109375,5139,4976,1.03275723472669
2436,"2019-01-31 00:00:00.000",684.039,171.171,0.250235732173165,1838.568,1489.415,1.23442291100868
2444,"2019-12-31 00:00:00.000",1306.2,552.3,0.422829581993569,3564.4,4285.7,0.831696105653686
2448,"2019-12-31 00:00:00.000",613.087,122.368,0.19959320618444,852.67,800.341,1.06538338033413
2485,"2018-05-31 00:00:00.000",70.958,7.779,0.109628230784408,92.496,81.271,1.13811814792484
2490,"2019-12-31 00:00:00.000",58073,9389,0.16167582181048,88574,85093,1.04090818281175
2497,"2019-12-31 00:00:00.000",2083.546,736.418,0.353444560379277,4997.006,4439.953,1.12546371549429
2504,"2019-12-31 00:00:00.000",NA,264.3,NA,2504,2457.6,1.01888020833333
2519,"2019-04-30 00:00:00.000",28.947,6.876,0.237537568659965,48.902,41.431,1.18032391204654
2526,"2019-03-31 00:00:00.000",2478.3,541,0.218294798854053,7165.5,5719.2,1.25288501888376
2536,"2019-03-31 00:00:00.000",1330.871,-122.596,-0.0921171172863485,1472.911,1209.253,1.21803377787775
2547,"2019-12-31 00:00:00.000",54725,11037,0.201681132937414,155774,153226,1.01662903162649
2556,"2019-03-31 00:00:00.000",190.55,11.714,0.0614746785620572,285.595,365.188,0.782049245867882
2558,"2019-12-31 00:00:00.000",12215,1111,0.0909537453950061,60612,57152,1.06054031354983
2573,"2019-09-30 00:00:00.000",30.428,-0.508999999999993,-0.016728013671618,59.369,55.275,1.07406603346902
2574,"2019-12-31 00:00:00.000",18809,5486,0.291668881918231,38257,36729,1.04160200386615
2577,"2019-12-31 00:00:00.000",410.856,83.371,0.202920244562572,643.354,548.341,1.17327356517204
2578,"2019-12-31 00:00:00.000",NA,2.52999999999999,NA,77.692,74.489,1.04299963753037
2581,"2019-12-31 00:00:00.000",29.958,-4.425,-0.147706789505307,46.723,52.515,0.889707702561173
2593,"2019-09-30 00:00:00.000",1039,436,0.419634263715111,3004,3244,0.926017262638718
2596,"2019-06-30 00:00:00.000",2576.67,425.109,0.164983874535738,5086.843,4034.206,1.26092792485064
2615,"2019-02-28 00:00:00.000",206.616,20.915,0.101226429705347,603.626,472.993,1.27618379130347
2620,"2019-12-31 00:00:00.000",16280,2428,0.149140049140049,170810,168100,1.01612135633551
2628,"2019-12-31 00:00:00.000",1004.071,160.021,0.159372195790935,3111.308,2837.704,1.09641738532278
2663,"2019-07-31 00:00:00.000",2027,1196,0.590034533793784,13148,14529,0.904948723243169
2675,"2019-12-31 00:00:00.000",2071.842,282.085,0.136151791497614,3514.035,3127.811,1.12348060672464
2696,"2019-12-31 00:00:00.000",25885,6648,0.256828278926019,43784,41214,1.06235745135148
2698,"2019-12-31 00:00:00.000",10570,3359,0.317786187322611,22367,21254,1.05236661334337
2703,"2019-12-31 00:00:00.000",4327,1820.1,0.420637855327016,19518.3,17286.8,1.1290869333827
2710,"2019-02-28 00:00:00.000",13580.7,2477.2,0.182405914275406,29231.5,20538.7,1.42324002979741
2721,"2019-12-31 00:00:00.000",25326.89,3781.399,0.149303724223543,43875.839,44655.635,0.982537567767203
2735,"2019-12-31 00:00:00.000",6.895,3.431,0.497606961566353,8.599,8.527,1.00844376685822
2751,"2019-06-30 00:00:00.000",8077,2370,0.293425776897363,40963,39951,1.02533103051238
2771,"2019-12-31 00:00:00.000",2850.5,811.5,0.284686897035608,5496,5249.2,1.04701668825726
2777,"2019-12-31 00:00:00.000",3.25,-0.656,-0.201846153846154,3.382,2.341,1.44468175993165
2783,"2019-12-31 00:00:00.000",20052,3253,0.162228206662677,57694,52664,1.09551116512228
2787,"2019-06-30 00:00:00.000",1662.8,321.6,0.193408708203031,3187.8,3007,1.06012637179914
2807,"2019-04-30 00:00:00.000",1794.557,504.137,0.280925598908254,3731.376,3469.927,1.0753471182535
2811,"2019-12-31 00:00:00.000",NA,-34.664,NA,330.326,330.392,0.999800237293881
2817,"2019-12-31 00:00:00.000",15002,11026,0.734968670843888,78453,78509,0.999286705982754
2818,"2019-01-31 00:00:00.000",316.836,44.523,0.140523804113169,497.906,516.076,0.964792007378758
2820,"2019-03-31 00:00:00.000",536.59,87.492,0.163051864552079,725.216,674.78,1.07474436112511
2829,"2019-10-31 00:00:00.000",31.533,5.122,0.162433006691403,37.7,32.502,1.15992861977724
2849,"2019-12-31 00:00:00.000",13127.658,1540.018,0.117310947619141,93603.347,90947.174,1.02920566833665
2884,"2019-12-31 00:00:00.000",16388,6516,0.397608005857945,64742,70256,0.921515600091095
2940,"2019-12-31 00:00:00.000",1414.817,191.013,0.135008979959953,3092.173,2979.056,1.03797075315133
2942,"2019-07-31 00:00:00.000",690.815,153.064,0.221570174359271,1070.366,963.708,1.11067460268048
2960,"2019-12-31 00:00:00.000",745.112,312.016,0.418750469728041,1268.317,975.529,1.30013254347129
2968,"2019-12-31 00:00:00.000",234337,71565,0.305393514468479,2687379,2622532,1.02472686701249
2986,"2019-12-31 00:00:00.000",742.233,127.335,0.17155664056974,1783.198,1693.671,1.05285973485996
2990,"2019-12-31 00:00:00.000",14.559,-21.603,-1.48382443849165,38.278,46.856,0.816928461669797
2991,"2019-12-31 00:00:00.000",157901,28501,0.180499173532783,237428,253863,0.935260356964189
2999,"2019-12-31 00:00:00.000",30.101,1.873,0.062223846383841,31.723,33.247,0.954161277709267
3007,"2019-06-30 00:00:00.000",NA,289.8,NA,1258.3,1347.34,0.93391423100331
3026,"2019-12-31 00:00:00.000",3247.4,931.1,0.28672168504034,6657.4,6069.2,1.09691557371647
3028,"2019-12-31 00:00:00.000",721.1,249.3,0.345721813895438,2551,1725.2,1.47866913980988
3036,"2019-12-31 00:00:00.000",NA,256.4,NA,2653.8,2730.2,0.972016702073108
3039,"2019-12-31 00:00:00.000",4605,498,0.10814332247557,9338,8555,1.09152542372881
3062,"2019-05-31 00:00:00.000",3440.9,1269.139,0.368839257171089,7436.662,6958.214,1.06876017322836
3105,"2019-12-31 00:00:00.000",3673.761,668.611,0.181996324747309,11021.099,12269.515,0.898250582846999
3107,"2019-12-31 00:00:00.000",357.9,396.6,1.1081307627829,3503.8,3529.6,0.992690389845875
3121,"2019-06-30 00:00:00.000",609,1190,1.95402298850575,5116,5060,1.01106719367589
3138,"2019-12-31 00:00:00.000",472.082,328.343,0.695521117094064,3126.926,3009.928,1.03887069723927
3144,"2019-12-31 00:00:00.000",21265,10941,0.514507406536562,86381,83216,1.03803355124015
3153,"2019-12-31 00:00:00.000",708.98,-180.309,-0.254321701599481,1378.636,1712.5,0.805042919708029
3157,"2019-09-30 00:00:00.000",1312.521,179.021,0.136394770064631,2083.169,2259.969,0.92176883842212
3158,"2019-12-31 00:00:00.000",514.382,15.278,0.0297016614111691,1077.71,1134.002,0.950359875908508
3169,"2018-12-31 00:00:00.000",48.231,-4.703,-0.0975099002716096,65.078,110.322,0.589891408785192
3170,"2019-12-31 00:00:00.000",624,4085,6.54647435897436,15034,12161,1.23624701915961
3184,"2019-12-31 00:00:00.000",14.069,2.21299999999999,0.15729618309759,35.869,36.68,0.97788985823337
3198,"2019-12-31 00:00:00.000",851,213,0.250293772032902,1595,1337,1.19296933433059
3203,"2019-08-31 00:00:00.000",271.227,65.148,0.240197325487507,307.968,316.469,0.973137969279772
3221,"2019-12-31 00:00:00.000",3574,2877,0.804980414101847,29405,26422,1.11289834229052
3226,"2019-12-31 00:00:00.000",110906,29747,0.268218130669215,263414,251684,1.04660606156927
3231,"2019-12-31 00:00:00.000",7327,2051,0.279923570356217,73402,70818,1.03648789855686
3238,"2019-12-31 00:00:00.000",2989.9,726.139,0.242863975383792,26065.789,25463.842,1.02363928428397
3243,"2019-12-31 00:00:00.000",175262,27806,0.158653901016763,1951158,1917383,1.01761515565748
3246,"2019-08-31 00:00:00.000",1703.151,479.488,0.281529940680539,3758.771,3328.304,1.12933524101164
3275,"2019-12-31 00:00:00.000",47.392,1.041,0.0219657326130992,59.151,53.321,1.10933778436263
3278,"2019-12-31 00:00:00.000",2845,2392,0.840773286467487,23126,19149,1.20768708548749
3288,"2019-12-31 00:00:00.000",NA,-3.367,NA,1.188,0.879,1.35153583617747
3310,"2018-03-31 00:00:00.000",6006,1399,0.232933732933733,13060,12610,1.03568596352102
3336,"2019-03-31 00:00:00.000",12169,3915,0.321719122360095,29574,33921,0.871849296895728
3342,"2019-12-31 00:00:00.000",68.337,10.68,0.156284296940164,158.706,124.121,1.27863939220599
3358,"2019-07-31 00:00:00.000",547.563,72.8,0.132952737858475,887.711,845.157,1.05035040826734
3362,"2019-05-31 00:00:00.000",7384.6,1449.5,0.196286867264307,22213.8,10389.5,2.13810096732278
3369,"2019-06-30 00:00:00.000",4.434,0.778000000000001,0.175462336490754,10.426,10.986,0.949026033133078
3382,"2019-12-31 00:00:00.000",328.145,70.0700000000001,0.213533651282208,630.512,531.488,1.18631464868445
3392,"2019-12-31 00:00:00.000",5632.376,824.38,0.146364518277899,12185.191,11409.719,1.06796591572501
3394,"2018-12-31 00:00:00.000",326.786,42.565,0.130253438029781,951.869,898.783,1.05906431252037
3410,"2019-12-31 00:00:00.000",332.603,-23.503,-0.0706638244393466,865.918,862.38,1.004102599782
3413,"2019-12-31 00:00:00.000",24249,3356,0.138397459689059,58079,53920,1.07713278931751
3424,"2019-12-31 00:00:00.000",670.528,12.8649999999999,0.0191863725303044,1139.309,1029.493,1.10666998221455
3429,"2019-12-31 00:00:00.000",375.695,15.552,0.0413952807463501,703.286,556.33,1.26415257131559
3439,"2019-12-31 00:00:00.000",6793,1708,0.251435301045194,26837,24529,1.0940927065922
3465,"2019-12-31 00:00:00.000",35.189,-6.215,-0.176617693029072,89.983,75.703,1.18863189041385
3469,"2019-12-31 00:00:00.000",8528.792,3087.338,0.361990068464561,15727.907,15297.947,1.02810573209595
3502,"2019-12-31 00:00:00.000",1267.649,312.08,0.246188022078667,2802.338,2634.205,1.06382684718919
3504,"2019-10-31 00:00:00.000",3656.4,794,0.217153484301499,6274.5,6112.8,1.02645268943856
3505,"2019-12-31 00:00:00.000",15678,2039,0.130054853935451,28859.8,30109.8,0.958485277218713
3516,"2019-06-30 00:00:00.000",170.917,42.78,0.250296927748556,218.331,230.035,0.949120785967353
3532,"2019-12-31 00:00:00.000",10932,2980,0.272594218807172,28898,27505,1.05064533721142
3533,"2019-09-30 00:00:00.000",40.627,7.619,0.187535382873458,118.609,111.743,1.06144456476021
3562,"2019-12-31 00:00:00.000",4357.557,83.584,0.0191813899393628,7151.447,4146.296,1.72477965876049
3570,"2019-07-31 00:00:00.000",648.829,373.816,0.576139475886559,1581.225,1527.355,1.03527012384154
3580,"2019-12-31 00:00:00.000",1529.5,558.6,0.365217391304348,4423.7,4042.7,1.09424394587775
3581,"2019-12-31 00:00:00.000",161.669,96.6779999999999,0.59799961650038,760.013,701.442,1.08350084540133
3591,"2019-12-31 00:00:00.000",4325,1424,0.329248554913295,22816,20309,1.12344280860702
3592,"2019-12-31 00:00:00.000",4330,1418,0.327482678983834,22817,20090,1.13573917371827
3619,"2019-12-31 00:00:00.000",2118,1307,0.617091595845137,15505,15262,1.01592189752326
3622,"2019-03-31 00:00:00.000",41.388,8.478,0.204841983183532,54.779,56.581,0.968151853095562
3639,"2019-09-30 00:00:00.000",966.203,125.797,0.130197277383738,1847.17,1304.883,1.41558285302207
3643,"2019-12-31 00:00:00.000",3767.182,684.728,0.181761327167097,34027.428,32292.966,1.05371021045264
3647,"2019-04-30 00:00:00.000",163.109,23.58,0.144565903782133,219.726,217.984,1.00799141221374
3650,"2019-12-31 00:00:00.000",7813,3051,0.3905030078075,19737,19062,1.03541076487252
3662,"2019-12-31 00:00:00.000",1854.531,475.018,0.256139153241439,3764.261,3255.385,1.15631822349737
3691,"2019-12-31 00:00:00.000",NA,-13.581,NA,0.396,25.399,0.0155911650064963
3708,"2019-12-31 00:00:00.000",787.118,281.019,0.357022708158116,4994.529,4292.035,1.16367387498005
3734,"2019-12-31 00:00:00.000",1911,841,0.440083725798012,7220,5918,1.22000675904022
3735,"2019-12-31 00:00:00.000",28620.6,4443.3,0.155248317645332,62081.6,47832.5,1.29789578215648
3761,"2019-12-31 00:00:00.000",21.53,-0.410999999999998,-0.0190896423594983,28.281,30.723,0.920515574650913
3801,"2019-12-31 00:00:00.000",62.472,120.013,1.92106863875016,596.862,526.623,1.13337624828388
3806,"2019-12-31 00:00:00.000",103.165,6.595,0.0639267193331071,127.608,150.685,0.846852705976043
3813,"2019-01-31 00:00:00.000",12269,6123,0.49906267829489,41290,38999,1.0587450960281
3814,"2019-12-31 00:00:00.000",NA,134.8,NA,1935.8,1883.1,1.02798576814827
3835,"2019-10-31 00:00:00.000",11908,6038,0.507054081289889,73011,70108,1.04140754264849
3836,"2019-10-31 00:00:00.000",4654.7,1256.6,0.269963692611769,40089.9,37665.5,1.06436659542552
3842,"2019-12-31 00:00:00.000",26.913,5.293,0.196670753910749,35.199,34.854,1.00989843346531
3851,"2019-12-31 00:00:00.000",16814,8898,0.529201855596527,64532,60266,1.07078618126307
3863,"2019-12-31 00:00:00.000",585.759,408.821,0.697933791883693,1943.311,2305.096,0.843049920697446
3897,"2019-12-31 00:00:00.000",14153,2332,0.164770719988695,41882,36288,1.15415564373898
3905,"2019-06-30 00:00:00.000",1420.956,243.846,0.171607002609511,2242.696,2344.961,0.956389466605202
3908,"2019-06-30 00:00:00.000",2.594,0.946,0.364687740940632,4.897,3.646,1.34311574328031
3937,"2019-03-31 00:00:00.000",210.523,-13.523,-0.0642352617053718,1859.275,1966.631,0.945411213389802
3946,"2019-12-31 00:00:00.000",NA,141.6,NA,3790.6,4311.9,0.879102019991187
3962,"2019-12-31 00:00:00.000",19.726,1.326,0.0672209266957317,61.41,59.96,1.02418278852568
3964,"2019-01-31 00:00:00.000",1691.868,438.255,0.259036165942024,3431.369,3673.169,0.934171283706249
3969,"2019-12-31 00:00:00.000",1122.757,282.838,0.25191381572326,1639.384,1526.371,1.07404032178284
3980,"2019-09-30 00:00:00.000",96779,14801,0.152936070841815,193984,98598,1.96742327430577
4001,"2019-12-31 00:00:00.000",73.302,7.72699999999998,0.105413222013042,247.659,252.778,0.979749028792063
4016,"2019-01-31 00:00:00.000",7027.08,2500.669,0.355861751965255,13204.038,12516.911,1.05489589244503
4019,"2019-12-31 00:00:00.000",518.8,-8.29999999999995,-0.0159984579799537,782.5,855.8,0.914349146996962
4029,"2019-12-31 00:00:00.000",35884,6386,0.17796232304091,103823,77914,1.33253330595272
4036,"2019-07-31 00:00:00.000",900.5,448.3,0.497834536368684,2142.6,1976.6,1.08398259637762
4040,"2019-12-31 00:00:00.000",NA,259.5,NA,3330.1,3640.8,0.914661612832344
4045,"2019-12-31 00:00:00.000",112.336,66.066,0.588110667996012,116.883,87.923,1.32937911581725
4058,"2019-12-31 00:00:00.000",3354.696,1195.131,0.356256125741349,8669.477,8365.771,1.03630340825729
