"YYYYMM","f11","f12","f13","f14","f15","f21","f22","f23","f24","f25","f31","f32","f33","f34","f35","f41","f42","f43","f44","f45","f51","f52","f53","f54","f55"
"1962-07-01"," 0.08973532837"," 0.07393748187"," 0.0479857127"," 0.06724447327"," 0.0506045503"," 0.02985538548"," 0.0688496339"," 0.0464176214"," 0.01373002440"," 0.04349562765"," 0.07732602914"," 0.0420493625"," 0.0383151547"," 0.06129289564"," 0.03142908610"," 0.05518188970"," 0.073152228722"," 0.04558778819"," 0.05523724124"," 0.02922477860"," 0.0843826935"," 0.0653654956"," 0.05852543500"," 0.01914566801"," 0.0328771450"
"1962-08-01"," 0.06936320976"," 0.01374646596","-0.0079992642"," 0.02664953481"," 0.0251776099"," 0.02188215924"," 0.0200956238"," 0.0383954342"," 0.02204348807"," 0.01523596336"," 0.00445787875"," 0.0265546765"," 0.0249003042"," 0.00888909831"," 0.02279769035"," 0.00564534657"," 0.023250263075"," 0.01568497919"," 0.02986297679"," 0.03355865553"," 0.0276438531"," 0.0174761339"," 0.01609093140"," 0.00501834529"," 0.0194818564"
"1962-09-01","-0.07405641849","-0.07012264932","-0.0380073939","-0.07593320143","-0.0556209587","-0.12155527751","-0.0802296382","-0.0660150849","-0.08228641704","-0.04457008809","-0.04433218946","-0.0160466400","-0.0611729520","-0.05985140407","-0.06638378689","-0.06576036137","-0.044189902121","-0.05026165583","-0.06932264174","-0.05073138686","-0.0538921233","-0.0446315122","-0.04993069835","-0.04104794495","-0.0253746443"
"1962-10-01","-0.06094093562","-0.02638516963","-0.0562552020","-0.02919397672","-0.0163448951","-0.03739393457","-0.0490252112","-0.0162829451","-0.00563677126","-0.02527683058","-0.03970924294","-0.0255663644"," 0.0014971961"," 0.00394622463","-0.01646799052"," 0.00976326921","-0.017884725211","-0.00302004427","-0.00255411093"," 0.00937979459"," 0.0132021353"," 0.0091866815"," 0.00156812860","-0.00004399177","-0.0091344576"
"1962-11-01"," 0.08473056920"," 0.14778050643"," 0.0967699545"," 0.14635938157"," 0.1253053507"," 0.19462331974"," 0.0981233309"," 0.1078594509"," 0.14665562597"," 0.11500146684"," 0.11206246566"," 0.1294609195"," 0.1247797187"," 0.10684377769"," 0.13175222566"," 0.14643351671"," 0.111460671335"," 0.10939353133"," 0.12082256077"," 0.11995678386"," 0.1062136956"," 0.0795597169"," 0.10173684911"," 0.12503174894"," 0.1095665545"
"1962-12-01","-0.01296998627","-0.00301835070","-0.0052573465","-0.02030413335","-0.0148727620","-0.02860319490","-0.0426099713"," 0.0071038733","-0.02473857139","-0.01205526400"," 0.00585379662"," 0.0189295146"," 0.0157625528","-0.00554511529","-0.01647173021"," 0.00713462718"," 0.015740989501"," 0.00686187984","-0.00051209930"," 0.00544101074"," 0.0110764362"," 0.0229637429"," 0.02787773553"," 0.01016822643"," 0.0157597039"
"1963-01-01"," 0.22314472320"," 0.08559227699"," 0.0918014017"," 0.06930853109"," 0.0910319236"," 0.06776045331"," 0.0856538473"," 0.0432105510"," 0.11607443655"," 0.09346669637"," 0.04232009088"," 0.0874625781"," 0.0540184261"," 0.05370066989"," 0.11010413997"," 0.05341882182"," 0.042228309382"," 0.04575728455"," 0.06338453860"," 0.10504915510"," 0.0516159914"," 0.0389348454"," 0.03373966877"," 0.04017097022"," 0.0571938351"
"1963-02-01","-0.08326668889","-0.02151791506","-0.0208050781","-0.01727832723"," 0.0001898130","-0.04942583870","-0.0161117772","-0.0231304678","-0.02144931320","-0.00740840976","-0.01719366390","-0.0069097043","-0.0289074896","-0.01526474172","-0.02793151301","-0.03046930407","-0.004216412629","-0.01400233515","-0.02080042958","-0.00152657598","-0.0346319553","-0.0172911545","-0.03034625745","-0.01555993518","-0.0080960280"
"1963-03-01"," 0.05108906878"," 0.02657799684"," 0.0331210116"," 0.02503285095"," 0.0096149647","-0.04811442168","-0.0245862710"," 0.0115073521"," 0.02982727500"," 0.02848306402"," 0.00726582780"," 0.0081456574"," 0.0233755794"," 0.03974312980"," 0.02571254212"," 0.02544388120"," 0.021919758456"," 0.03394888148"," 0.02689457003"," 0.04505210517"," 0.0368113765"," 0.0245867138"," 0.04297971756"," 0.03706181840"," 0.0679506728"
"1963-04-01"," 0.02716377827"," 0.03963878052","-0.0067980963"," 0.05122591816"," 0.0271425185"," 0.01487155947"," 0.0119395295"," 0.0487439024"," 0.02509729037"," 0.04184163041"," 0.03483202930"," 0.0372112856"," 0.0247578342"," 0.04779826563"," 0.06640653563"," 0.02469870767"," 0.035218360828"," 0.04983115366"," 0.06082523359"," 0.05739484397"," 0.0494733286"," 0.0343195146"," 0.04101797202"," 0.06339612923"," 0.0478522681"
