"YYYYMM","f11","f12","f13","f21","f22","f23","f31","f32","f33","f41","f42","f43","f51","f52","f53"
"1963-07-01","-0.0095957780","-0.010689557514","-0.0261932971","-0.01177588118","-0.0086805503","-0.0190472303233","-0.0023954327","-0.00703953118","-0.023970691829","-0.01440289967","-0.014379713210","-0.0130384092","-0.02813327269"," 0.00565749356","-0.018260325456"
"1963-08-01"," 0.0361293752"," 0.033305312244"," 0.0210752514"," 0.05448330715"," 0.0451552899"," 0.0506725144461"," 0.0486445319"," 0.04399091492"," 0.058856500433"," 0.04461560607"," 0.047841479484"," 0.0695694691"," 0.07455457993"," 0.07283756471"," 0.122708159034"
"1963-09-01"," 0.0015796943"," 0.015724942776","-0.0131027390","-0.03714926281","-0.0145638552","-0.0261847548705","-0.0066139447","-0.01910286809","-0.020843141297","-0.03954558436","-0.030717734323","-0.0299011454","-0.03331049707","-0.02506839923","-0.001617434850"
"1963-10-01","-0.0093686166","-0.006739691392"," 0.0088502574","-0.00835055757","-0.0018216479"," 0.0257397328377","-0.0020360993"," 0.01737325544"," 0.031691046698"," 0.02149068198"," 0.002440499542"," 0.0313539338"," 0.08000338657"," 0.04944308723"," 0.049566658928"
"1963-11-01","-0.0002545153","-0.013531909659","-0.0197342617","-0.00826553780","-0.0223457277","-0.0268870104610","-0.0024517027","-0.01542256602","-0.010627977224","-0.00039396480","-0.006733813342","-0.0209937810"," 0.00568743444","-0.00541500600","-0.015556791379"
"1963-12-01","-0.0091144077"," 0.010252210830"," 0.0040758184"," 0.00413150881"," 0.0162434090"," 0.0255787889824"," 0.0148417779","-0.00634559121"," 0.012088070583"," 0.00603460397"," 0.011087452759"," 0.0196769462","-0.01002984541"," 0.01201397208"," 0.006179934231"
"1964-01-01"," 0.0195306221"," 0.025035019938"," 0.0268210201"," 0.02871489122"," 0.0131937837"," 0.0186553662547"," 0.0211700497"," 0.01644880596"," 0.016931003215","-0.00725761725"," 0.023182241190"," 0.0049433558","-0.02925749271"," 0.01058427305"," 0.008832017092"
"1964-02-01"," 0.0181219213"," 0.013716094812"," 0.0310768967"," 0.01970313518"," 0.0254092188"," 0.0170968012256"," 0.0120710704"," 0.00435777714"," 0.018736760226"," 0.03334151791"," 0.016603744961"," 0.0337709703"," 0.02550679961"," 0.03512619204"," 0.031385723249"
"1964-03-01"," 0.0254787412"," 0.025250355655"," 0.0364210796"," 0.04273901000"," 0.0221765619"," 0.0370841266619"," 0.0159804335"," 0.01358166083"," 0.044203141578"," 0.02774031086"," 0.010879991548"," 0.0343615268"," 0.00508941290"," 0.01830968844"," 0.038816159831"
"1964-04-01","-0.0122218853"," 0.011743726321","-0.0076744484","-0.00514128652"," 0.0022046673","-0.0189705673006","-0.0042298675"," 0.00045298039","-0.018268068634","-0.01302781120","-0.002719614123"," 0.0178841781"," 0.02416140278","-0.00660303117","-0.044403838337"
"1964-05-01"," 0.0053538100"," 0.000495864523"," 0.0237463177"," 0.02447687662"," 0.0176777507"," 0.0054156409644","-0.0059422832","-0.00078226201"," 0.012497457958"," 0.01852476639"," 0.003916311696"," 0.0246336776"," 0.01345222197"," 0.00903987380"," 0.031170065123"
"1964-06-01"," 0.0044684164"," 0.015895957073"," 0.0265182245"," 0.01889813010"," 0.0163171322"," 0.0140546382362"," 0.0172438264"," 0.01351324113"," 0.013076234496"," 0.02720983690"," 0.020650929897"," 0.0166168431"," 0.02869483746"," 0.00479240212"," 0.003306029943"
"1964-07-01"," 0.0353954570"," 0.031022541348"," 0.0305548493"," 0.00312569067"," 0.0365533261"," 0.0211463361083"," 0.0179334598"," 0.03759777663"," 0.022906302017"," 0.03001327482"," 0.039784706897"," 0.0177659959"," 0.02110084959","-0.00296819616"," 0.023388737536"
"1964-08-01"," 0.0004502731","-0.007451080696","-0.0108469762","-0.01297860845","-0.0125436936","-0.0080629767027","-0.0206469160","-0.01060040864","-0.015468648907","-0.00969295080","-0.001765122561","-0.0123359646"," 0.00139739208","-0.01839869238","-0.008295105800"
"1964-09-01"," 0.0397286692"," 0.029824614244"," 0.0290212324"," 0.02825978740"," 0.0199176113"," 0.0193844872300"," 0.0361140283"," 0.02588730552"," 0.020005908073"," 0.03099296277"," 0.031048817821"," 0.0164826330"," 0.06155875129"," 0.02920353624"," 0.100612883594"
"1964-10-01"," 0.0078614473"," 0.013064553444"," 0.0213151390"," 0.03484438136"," 0.0073766631"," 0.0039371062122"," 0.0160152396","-0.00297763581"," 0.028413178962"," 0.01147606517"," 0.019816404683"," 0.0065065134","-0.02679843297"," 0.00396436728","-0.009771913418"
"1964-11-01","-0.0008828842"," 0.018168843013"," 0.0129845438","-0.00542892759"," 0.0107811257","-0.0121655566088"," 0.0062875023","-0.00212944832","-0.007426125649"," 0.00788933254"," 0.000415845067","-0.0131804635","-0.02482611088"," 0.00670304950","-0.034596684576"
"1964-12-01","-0.0016483257","-0.004422316186","-0.0087777677"," 0.00520265566","-0.0142845470","-0.0071107883911","-0.0169106157","-0.00664894406","-0.005555707196"," 0.00980834998","-0.001391196309","-0.0198589048"," 0.01435085955","-0.01099069894","-0.016218944804"
"1965-01-01"," 0.0660559223"," 0.063006097512"," 0.0515585042"," 0.05117740556"," 0.0581818462"," 0.0352384897113"," 0.0633024063"," 0.05551110783"," 0.061555138561"," 0.03065059088"," 0.059781134540"," 0.0463511084"," 0.04490854699"," 0.05234517695"," 0.114933961851"
"1965-02-01"," 0.0282889676"," 0.022505813180"," 0.0222638842"," 0.02778832977"," 0.0271303616"," 0.0369179646579"," 0.0241054629"," 0.02165791790"," 0.024244751655"," 0.04516106558"," 0.022923685892"," 0.0341554212"," 0.02234400839"," 0.01815003089"," 0.049257892729"
"1965-03-01"," 0.0080072262"," 0.008425464687"," 0.0040040364","-0.00801800112","-0.0077656217","-0.0012048058750"," 0.0024449783"," 0.00245206006"," 0.004230795738","-0.01068060946","-0.001117868943","-0.0152519609","-0.02778574929","-0.01922272590","-0.014879268277"
"1965-04-01"," 0.0317127372"," 0.044208745947"," 0.0493701105"," 0.03387882141"," 0.0281027417"," 0.0327816804578"," 0.0271425608"," 0.04152703847"," 0.042647308250"," 0.02892842136"," 0.033809005071"," 0.0326015776"," 0.01911040802"," 0.04259874576"," 0.026034427320"
"1965-05-01","-0.0080697361"," 0.004856090601","-0.0068904226","-0.01530501775","-0.0072728609","-0.0017380772591","-0.0148108448","-0.00997660232","-0.004194371095","-0.00636997415","-0.014135105259","-0.0104511147"," 0.02490789397","-0.01324197397","-0.016827522814"
"1965-06-01","-0.0697230378","-0.066041946453","-0.0915226021","-0.08040524043","-0.0752948775","-0.0955676015238","-0.0700120815","-0.08256485343","-0.088207129739","-0.07260106502","-0.063302018248","-0.0900299992","-0.11146426568","-0.05460395525","-0.108060437109"
"1965-07-01"," 0.0309141517"," 0.014627242353"," 0.0384957066"," 0.00122832717"," 0.0209817439"," 0.0327382148277"," 0.0231588884"," 0.01912448783"," 0.028381841712"," 0.01485032597"," 0.022630651627"," 0.0423987527","-0.01687860699"," 0.03256944849"," 0.065416411025"
"1965-08-01"," 0.0295747185"," 0.045776199634"," 0.0463629372"," 0.04053947533"," 0.0303401722"," 0.0423538455685"," 0.0395487904"," 0.03750637641"," 0.051173496634"," 0.04845041165"," 0.038965518992"," 0.0673651328"," 0.05064942743"," 0.04225927957"," 0.077391441033"
"1965-09-01"," 0.0262086107"," 0.020777286695"," 0.0227092643"," 0.04041037168"," 0.0137829032"," 0.0181055716515"," 0.0145080320"," 0.01689215540"," 0.049868853746"," 0.02122899098"," 0.024117538616"," 0.0624435679"," 0.00075039294"," 0.03974074121"," 0.067458949131"
"1965-10-01"," 0.0289095256"," 0.045390749050"," 0.0644741145"," 0.03850640925"," 0.0337254591"," 0.0607889090179"," 0.0437844426"," 0.02767195241"," 0.055069202581"," 0.04190722565"," 0.012067197552"," 0.0557984236"," 0.03555970690"," 0.05749167848"," 0.069752633679"
"1965-11-01"," 0.0018786183"," 0.033813636860"," 0.0316631643"," 0.00901904658"," 0.0129356702"," 0.0624001612873"," 0.0073959094"," 0.01832480998"," 0.043773882180","-0.00040640696"," 0.015112349958"," 0.0738513960","-0.01084368381"," 0.02589958125"," 0.047586398396"
"1965-12-01"," 0.0436372489"," 0.034890913132"," 0.0272251984"," 0.02596130054"," 0.0318921567"," 0.0303019075105"," 0.0234969245"," 0.02156739268"," 0.028576611517"," 0.00972532760"," 0.022789371806"," 0.0244394673"," 0.01446434473"," 0.02137498973"," 0.027825166130"
"1966-01-01"," 0.0397558493"," 0.048403053224"," 0.0643135508"," 0.02024064283"," 0.0455913646"," 0.0573781064407"," 0.0090661365"," 0.01939450449"," 0.033868401520"," 0.00132183035"," 0.018379832278"," 0.0529674706","-0.01009215970"," 0.01682443057"," 0.057423358666"
